2,3,4,1,5,6,8,7,9
1,2,3,4,5,6,7,8,9
2,1,3,4,6,5,7,8,9
2,1,3,5,4,7,6,8,9
2,1,3,4,5,7,6,9,8
1,2,3,4,5,6,7,8,9
1,2,3,4,5,6,7,8,9
2,1,3,4,5,6,7,8,9
1,2,3,5,4,6,7,8,9
3,1,2,4,5,6,7,8,9
1,2,3,4,5,6,7,8,9
2,1,4,3,5,7,6,8,9
1,2,3,4,6,5,7,8,9
1,2,3,5,4,6,7,9,8
2,1,3,4,5,6,7,8,9
2,1,4,3,5,6,7,8,9
1,2,4,3,5,6,7,8,9
1,2,5,3,4,6,7,8,9
1,2,4,5,3,6,7,9,8
1,5,2,3,4,7,8,6,9
1,2,3,4,5,7,6,8,9
1,2,3,4,5,6,8,7,9
1,2,3,4,5,6,7,8,9
1,2,4,3,5,6,7,9,8
1,2,3,4,6,5,8,7,9
2,1,3,4,5,6,9,7,8
2,4,3,5,6,1,8,7,9
1,2,3,4,5,7,6,8,9
1,2,3,4,5,6,7,8,9
1,2,3,4,5,6,7,8,9
2,1,4,5,3,6,7,9,8
1,2,3,4,6,5,7,8,9
2,1,3,7,4,5,8,9,6
2,3,1,4,5,6,7,9,8
3,1,4,2,5,6,8,7,9
1,2,3,4,5,6,7,8,9
1,2,3,4,6,5,7,8,9
1,2,4,3,5,6,7,8,9
1,2,3,5,4,6,8,7,9
1,3,2,4,5,6,7,8,9
1,2,3,4,5,6,7,8,9
1,2,3,4,6,7,5,8,9
1,3,2,4,5,6,7,8,9
1,2,3,5,4,8,6,7,9
2,1,3,4,5,6,7,8,9
1,2,3,5,6,4,7,8,9
2,1,4,3,5,6,7,8,9
1,2,3,4,5,6,7,8,9
2,3,1,5,4,7,8,6,9
1,2,3,4,5,6,7,8,9
2,3,1,4,5,6,7,8,9
1,2,5,4,3,6,7,8,9
1,2,3,4,6,5,7,8,9
1,2,4,6,5,3,7,8,9
1,2,3,4,5,7,6,8,9
1,3,2,4,5,7,6,8,9
1,2,3,4,5,6,7,8,9
1,2,4,3,5,7,6,9,8
1,3,2,4,5,7,6,8,9
1,2,3,5,4,6,7,8,9
1,2,4,3,5,6,7,8,9
2,5,3,1,4,6,8,7,9
2,1,4,3,8,5,6,7,9
1,3,4,2,5,7,6,8,9
1,2,3,6,4,5,7,8,9
1,2,3,4,5,6,7,8,9
1,2,3,5,4,6,7,9,8
1,2,3,4,6,5,8,7,9
1,2,3,5,6,7,4,8,9
1,3,5,2,4,6,7,8,9
1,2,3,4,6,8,7,5,9
1,2,3,4,5,7,6,8,9
1,2,3,4,5,6,7,8,9
1,2,3,4,5,8,6,7,9
2,1,4,3,5,6,7,8,9
1,2,3,5,4,6,7,8,9
1,2,3,4,5,6,9,7,8
1,2,5,3,4,6,8,7,9
1,2,5,3,6,4,7,8,9
1,2,4,5,6,3,7,8,9
2,1,3,4,6,8,5,7,9
1,3,2,5,4,6,7,8,9
3,4,1,6,2,7,5,8,9
1,2,4,5,3,6,8,7,9
1,2,3,4,7,5,8,6,9
1,2,3,5,4,7,6,8,9
1,3,2,4,7,5,6,8,9
2,3,1,4,5,6,7,8,9
2,1,3,4,5,6,8,7,9
1,2,3,4,5,6,7,8,9
1,2,3,4,5,6,7,8,9
1,2,3,4,5,8,7,6,9
1,2,4,5,6,3,7,9,8
2,1,3,4,5,6,8,7,9
1,3,2,5,4,6,7,9,8
1,3,6,2,4,5,8,7,9
1,2,3,5,4,6,7,9,8
1,3,2,4,5,7,6,8,9
2,1,3,4,6,5,7,8,9
1,2,3,4,6,5,7,8,9
1,2,3,4,5,7,6,9,8
1,2,4,3,5,6,7,8,9
1,2,3,5,4,6,7,8,9
1,3,2,4,5,7,6,9,8
1,2,3,4,5,6,7,8,9
1,2,4,3,5,6,7,9,8
1,2,3,4,5,6,7,9,8
3,1,2,4,5,6,7,8,9
2,3,1,4,5,7,8,6,9
1,2,3,4,5,6,7,8,9
2,1,4,3,5,6,8,7,9
2,1,6,4,3,5,7,9,8
1,2,3,4,5,7,9,6,8
1,3,2,4,5,6,7,8,9
1,3,2,4,5,6,7,8,9
1,2,3,5,6,4,9,7,8
2,1,3,4,5,7,6,8,9
1,2,3,4,5,6,7,8,9
1,2,3,4,6,5,7,8,9
1,2,3,5,4,6,7,8,9
1,2,3,7,4,5,6,8,9
1,2,3,5,4,7,6,8,9
2,1,3,5,7,4,6,8,9
1,2,3,4,5,6,7,8,9
1,2,3,4,5,6,7,8,9
1,2,3,4,5,7,8,9,6
1,2,4,3,5,6,7,8,9
1,2,3,4,5,6,8,9,7
1,2,3,5,4,6,7,8,9
1,2,4,3,5,7,6,9,8
1,2,3,4,5,6,7,8,9
1,2,3,4,5,6,8,9,7
1,4,2,3,5,6,7,8,9
1,2,3,5,4,7,6,8,9
2,1,3,4,5,6,8,7,9
1,2,3,4,5,6,7,9,8
2,3,4,1,5,6,7,8,9
2,1,3,4,5,6,7,8,9
1,2,4,3,5,6,7,8,9
1,2,3,4,5,6,7,8,9
1,2,3,5,6,4,7,8,9
3,1,4,5,6,2,7,8,9
1,2,3,4,6,8,5,7,9
1,4,2,3,5,6,7,8,9
1,3,2,4,5,7,6,8,9
1,3,2,4,5,7,6,8,9
